x,y,z
1,88.46110787034581,1.4633285995285141
2,87.74023325117273,0.21172487106599308
3,84.57857039161865,1.8242639981023834
4,82.43462866321183,1.5411551806741695
5,79.8672587499403,3.132338807426239
6,75.58608365443682,3.3965131078670905
7,71.21882423925395,1.0923168267976555
8,71.15517583724127,0.7708193786282427
9,68.3664006294964,0.7181608538899462
10,64.1338275908175,0.8903368955108967
11,58.75358399058385,0.6341733997986866
12,54.47355604253805,0.5111108033699088
13,53.89271581935942,1.39467546311813
14,50.51555797467698,1.8951287896456608
15,48.583542614130835,2.123844269395888
16,48.15303574718629,2.0101008020077757
17,44.63449340762784,2.7210862778142473
18,43.32255529663518,5.025026000049799
19,40.505420085042104,8.258493647207372
20,37.09823160474746,8.114949920841783
21,36.43365867107802,6.815732820255886
22,34.505143313692194,5.343859434348253
23,28.115172955974842,1.8273587342821829
24,24.053994401378116,1.3533804298202554
25,29.032734565820736,1.2942816173801504
26,25.173538734374898,1.312854044122455
27,17.362261606626852,3.9608737418358166
28,18.06058399223193,8.643425613387928
29,18.672303403486197,6.474136343735747
30,17.09,4.46
